aikido_issue_id,aikido_issue_group_id,type,status,severity,severity_score,original_cvss_severity_score,affected_package,affected_file,affected_domain,related_license,related_cve,rule,code_repo,code_repo_branch,cloud,cloud_resource,container,virtual_machine,first_detected_at,closed_at,ignored_at,ignored_by,ignore_reason,snooze_reason,start_line,end_line,time_to_fix_minutes,sla_date,cwe_description,installed_version,patched_version
114036071,18504055,sast,open,medium,50,50,,scripts/code_analysis/viz_layers.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,233,233,60,,,,
114036099,18504055,sast,open,medium,50,50,,scripts/measures/generate_measures.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,242,242,60,,,,
114036108,18504055,sast,open,medium,50,50,,scripts/refactor/suggest_capabilities.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,161,161,60,,,,
114036111,18504055,sast,open,medium,50,50,,scripts/security/audit_route_auth.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,412,412,60,,,,
114036113,18504055,sast,open,medium,50,50,,scripts/security/audit_soc2_compliance.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,97,97,60,,,,
114036165,18504055,sast,open,medium,50,50,,src/security/mtls_config.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,315,315,60,,,,
114036173,18504055,sast,open,medium,50,50,,src/services/dataset_storage_service.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,197,197,60,,,,
123952741,18504055,sast,open,medium,50,50,,.post_release_recommendation_fixes/automation/todo_importer.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-13,,,,,,225,225,60,,,,
124192259,18504055,sast,open,medium,50,50,,traigent/utils/persistence.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-14,,,,,,164,164,60,,,,
137973675,18504055,sast,open,medium,50,50,,.post_release_recommendation_fixes/automation/progress_tracker.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,162,162,60,,,,
137973676,18504055,sast,open,medium,50,50,,.post_release_recommendation_fixes/automation/session_init.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,65,65,60,,,,
137973677,18504055,sast,open,medium,50,50,,.release_review/automation/rotation_scheduler.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,289,289,60,,,,
137973678,18504055,sast,open,medium,50,50,,scripts/analyze_traces.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,136,136,60,,,,
137973679,18504055,sast,open,medium,50,50,,scripts/check_signature_mismatches.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,436,436,60,,,,
137973680,18504055,sast,open,medium,50,50,,scripts/check_signature_mismatches.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,380,380,60,,,,
137973681,18504055,sast,open,medium,50,50,,scripts/check_signature_mismatches.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,473,473,60,,,,
137973682,18504055,sast,open,medium,50,50,,scripts/patch_examples_mock_mode.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,10,10,60,,,,
137973683,18504055,sast,open,medium,50,50,,scripts/patch_examples_mock_mode.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2026-01-02,,,,,,61,61,60,,,,
113974771,18504055,sast,open,low,25,50,,playground/problem_manager.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,368,368,60,,,,
113974776,18504055,sast,open,low,25,50,,scripts/analysis/duplicate_detector.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,63,63,60,,,,
113974794,18504055,sast,open,low,25,50,,scripts/code_analysis/inventory.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,150,150,60,,,,
113974802,18504055,sast,open,low,25,50,,scripts/code_analysis/viz_clusters.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,295,295,60,,,,
113974824,18504055,sast,open,low,25,50,,scripts/maintenance/add_self_attr_annotations.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,141,141,60,,,,
113974826,18504055,sast,open,low,25,50,,scripts/maintenance/performance_monitor.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,103,103,60,,,,
113974829,18504055,sast,open,low,25,50,,scripts/maintenance/performance_monitor.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,111,111,60,,,,
113974831,18504055,sast,open,low,25,50,,scripts/maintenance/safe_cleanup_manager.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,109,109,60,,,,
114036061,18504055,sast,open,low,25,50,,scripts/code_analysis/inventory.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,147,147,60,,,,
114036062,18504055,sast,open,low,25,50,,scripts/code_analysis/inventory.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,149,149,60,,,,
114036065,18504055,sast,open,low,25,50,,scripts/code_analysis/risk_score.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,378,378,60,,,,
114036070,18504055,sast,open,low,25,50,,scripts/code_analysis/viz_clusters.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,419,419,60,,,,
114036080,18504055,sast,open,low,25,50,,scripts/demo/configuration_runs_simulator.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,55,55,60,,,,
114036082,18504055,sast,open,low,25,50,,scripts/demo/configuration_runs_simulator.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,89,89,60,,,,
114036083,18504055,sast,open,low,25,50,,scripts/generate_mock_data.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,106,106,60,,,,
114036114,18504055,sast,open,low,25,50,,scripts/security/generate_jwt_keys.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,172,172,60,,,,
114036147,18504055,sast,open,low,25,50,,scripts/utils/schema_utils.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,76,76,60,,,,
114036149,18504055,sast,open,low,25,50,,scripts/utils/schema_utils.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,116,116,60,,,,
114036167,18504055,sast,open,low,25,50,,src/security/mtls_config.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,319,319,60,,,,
114036171,18504055,sast,open,low,25,50,,src/services/dataset_storage_service.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,192,192,60,,,,
114036176,18504055,sast,open,low,25,50,,src/services/defaults/schema_loader.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,391,391,60,,,,
123952752,18504055,sast,open,low,25,50,,traigent/integrations/model_discovery/cache.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-13,,,,,,237,237,60,,,,
123952753,18504055,sast,open,low,25,50,,traigent/integrations/model_discovery/cache.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-13,,,,,,249,249,60,,,,
113974756,18504055,sast,open,low,10,50,,playground/optimization_storage.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,175,175,60,,,,
113974823,18504055,sast,open,low,10,50,,scripts/maintenance/add_none_return_annotations.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,105,105,60,,,,
113974825,18504055,sast,open,low,10,50,,scripts/maintenance/optional_none_rewriter.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,111,111,60,,,,
113974863,18504055,sast,open,low,10,50,,traigent/utils/file_versioning.py,,,,"Potential file inclusion attack via reading file",Traigent,main,,,,,2025-12-05,,,,,,269,269,60,,,,
114036072,18504055,sast,open,low,10,50,,scripts/data_validation.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,81,81,60,,,,
114036088,18504055,sast,open,low,10,50,,scripts/generate_mock_data.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,499,499,60,,,,
114036152,18504055,sast,open,low,10,50,,src/benchmark_processor.py,,,,"Potential file inclusion attack via reading file",TraigentBackend,main,,,,,2025-12-05,,,,,,209,209,60,,,,
114036196,18504062,sast,open,medium,60,60,,src/optigen_optimizer_connector/optigen_optimizer_connector.py,,,,"Potential user input in HTTP request may allow SSRF attack",TraigentBackend,main,,,,,2025-12-05,,,,,,52,52,30,,,,
114036194,18504062,sast,open,low,35,60,,scripts/measures/generate_measures.py,,,,"Potential user input in HTTP request may allow SSRF attack",TraigentBackend,main,,,,,2025-12-05,,,,,,194,194,30,,,,
113974987,18504062,sast,open,low,20,60,,scripts/auto_tune/monitoring.py,,,,"Potential user input in HTTP request may allow SSRF attack",Traigent,main,,,,,2025-12-05,,,,,,353,353,30,,,,
113999718,18505978,cloud,open,medium,60,60,,,,,,"GuardDuty Should be enabled",,,"AWS Cloud Traigent","AWS GuardDuty Inspector in us-east-1",,,2025-12-05,,,,,,,,5,,,,
114036193,18509238,leaked_secret,open,medium,60,80,,tools/development/check_api_keys.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,139,139,60,,,,
122017566,18796028,leaked_secret,open,medium,60,80,,priority_list.md,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,25,25,60,,,,
122017567,18796028,leaked_secret,open,medium,60,80,,review_report.md,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,116,116,60,,,,
122017586,18796028,leaked_secret,open,medium,60,80,,src/security/securityService.old.tsx,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,103,103,60,,,,
122017587,18796028,leaked_secret,open,medium,60,80,,src/security/securityService.old.tsx,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,107,107,60,,,,
122017588,18796028,leaked_secret,open,medium,60,80,,src/security/securityService.tsx,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,102,102,60,,,,
122017589,18796028,leaked_secret,open,medium,60,80,,src/security/securityService.tsx,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,106,106,60,,,,
122017590,18796032,leaked_secret,open,medium,60,80,,src/utils/setTestApiKey.js,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,9,9,60,,,,
122017591,18796033,leaked_secret,open,medium,60,80,,src/components/auth/ApiKeyAuth.jsx,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,32,32,60,,,,
122226555,18807977,surface_monitoring,open,medium,60,60,,,https://traigent.ai/,,,"CSP configuration is not restrictive enough",,,,,,,2025-12-12,,,,,,,,5,,,,
123050798,18807977,surface_monitoring,open,medium,60,60,,,https://traigent.ai,,,"CSP configuration is not restrictive enough",traigent-web,main,,,,,2025-12-12,,,,,,,,5,,,,
137973686,19331885,leaked_secret,open,medium,60,80,,examples/datasets/quickstart/hle.jsonl,,,,,Traigent,main,,,,,2026-01-02,,,,,,186,186,60,,,,
122017454,18504058,sast,open,medium,55,55,,.github/workflows/ci-cd.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,83,83,10,,,,
122017455,18504058,sast,open,medium,55,55,,.github/workflows/ci-cd.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,274,274,10,,,,
122017456,18504058,sast,open,medium,55,55,,.github/workflows/ci-cd.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,319,319,10,,,,
122017457,18504058,sast,open,medium,55,55,,.github/workflows/test-automation.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,433,433,10,,,,
122017458,18504058,sast,open,medium,55,55,,.github/workflows/test-automation.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,334,334,10,,,,
122017459,18504058,sast,open,medium,55,55,,.github/workflows/test-automation.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,364,364,10,,,,
122017460,18504058,sast,open,medium,55,55,,.github/workflows/test-automation.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,467,467,10,,,,
122017462,18504058,sast,open,medium,55,55,,.github/workflows/test-automation.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,476,476,10,,,,
122017463,18504058,sast,open,medium,55,55,,.github/workflows/test-automation.yml,,,,"3rd party Github Actions should be pinned",TraigentFrontend,master,,,,,2025-12-12,,,,,,571,571,10,,,,
114035954,18509188,open_source,open,medium,53,53,werkzeug,uv.lock,,,CVE-2025-66221,,TraigentBackend,main,,,,,2025-12-05,,,,,,,,15,,,3.1.3,3.1.4
114035960,18509188,open_source,open,medium,53,53,werkzeug,requirements-docker.txt,,,CVE-2025-66221,,TraigentBackend,main,,,,,2025-12-05,,,,,,,,15,,,3.1.3,3.1.4
114035967,18509188,open_source,open,medium,53,53,werkzeug,requirements.txt,,,CVE-2025-66221,,TraigentBackend,main,,,,,2025-12-05,,,,,,,,15,,,3.1.3,3.1.4
114035970,18509188,open_source,open,medium,53,53,werkzeug,requirements/base.txt,,,CVE-2025-66221,,TraigentBackend,main,,,,,2025-12-05,,,,,,,,15,,,3.1.3,3.1.4
114036023,18509188,open_source,open,medium,53,53,werkzeug,requirements/test.txt,,,CVE-2025-66221,,TraigentBackend,main,,,,,2025-12-05,,,,,,,,15,,,3.1.3,3.1.4
132242268,19122377,open_source,open,medium,53,53,marshmallow,uv.lock,,,CVE-2025-68480,,TraigentBackend,main,,,,,2025-12-23,,,,,,,,15,,,3.26.1,3.26.2
132242275,19122377,open_source,open,medium,53,53,marshmallow,requirements-docker.txt,,,CVE-2025-68480,,TraigentBackend,main,,,,,2025-12-23,,,,,,,,15,,,3.26.1,3.26.2
132242283,19122377,open_source,open,medium,53,53,marshmallow,requirements.txt,,,CVE-2025-68480,,TraigentBackend,main,,,,,2025-12-23,,,,,,,,15,,,3.26.1,3.26.2
132242287,19122377,open_source,open,medium,53,53,marshmallow,requirements/base.txt,,,CVE-2025-68480,,TraigentBackend,main,,,,,2025-12-23,,,,,,,,15,,,3.26.1,3.26.2
132242291,19122377,open_source,open,medium,53,53,marshmallow,requirements/frozen.txt,,,CVE-2025-68480,,TraigentBackend,main,,,,,2025-12-23,,,,,,,,15,,,3.26.1,3.26.2
132242296,19122377,open_source,open,medium,53,53,marshmallow,requirements/test.txt,,,CVE-2025-68480,,TraigentBackend,main,,,,,2025-12-23,,,,,,,,15,,,3.26.1,3.26.2
113999722,18505981,cloud,open,medium,50,50,,,,,,"CloudTrail is not enabled in active regions",,,"AWS Cloud Traigent","AWS CloudTrail in us-east-1",,,2025-12-05,,,,,,,,5,,,,
113999719,18505979,cloud,open,medium,40,40,,,,,,"VPC Flow Logs are not enabled",,,"AWS Cloud Traigent",traigent-prod-vpc,,,2025-12-05,,,,,,,,5,,,,
113999720,18505979,cloud,open,medium,40,40,,,,,,"VPC Flow Logs are not enabled",,,"AWS Cloud Traigent",vpc-0ce0d923ae98d229d,,,2025-12-05,,,,,,,,5,,,,
114036123,18509217,leaked_secret,open,medium,40,80,,CLAUDE.md,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,715,716,60,,,,
113999721,18505980,cloud,open,low,35,35,,,,,,"EBS volumes are not encrypted",,,"AWS Cloud Traigent",vol-022a00e0d52a3cf47,,,2025-12-05,,,,,,,,30,,,,
113974684,18504036,leaked_secret,open,low,27,80,,scripts/setup/setup_test_environment.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,58,59,60,,,,
113974685,18504037,leaked_secret,open,low,27,80,,tests/integration/test_ctd_execution_modes.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,432,432,60,,,,
113974686,18504038,leaked_secret,open,low,27,80,,tests/security/test_seamless_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,382,382,60,,,,
113974687,18504039,leaked_secret,open,low,27,80,,tests/unit/cloud/test_api_key_manager.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,48,48,60,,,,
113974689,18504040,leaked_secret,open,low,27,80,,tests/unit/cloud/test_auth_data_classes.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,351,351,60,,,,
113974692,18504041,leaked_secret,open,low,27,80,,tests/unit/cloud/test_backend_bridges_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,94,94,60,,,,
113974693,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,36,36,60,,,,
113974694,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,66,66,60,,,,
113974695,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,88,88,60,,,,
113974696,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,279,279,60,,,,
113974697,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,286,286,60,,,,
113974698,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,522,522,60,,,,
113974701,18504042,leaked_secret,open,low,27,80,,tests/unit/cloud/test_authentication_security.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,623,623,60,,,,
113974702,18504043,leaked_secret,open,low,27,80,,tests/unit/cloud/test_token_manager.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,379,379,60,,,,
113974703,18504043,leaked_secret,open,low,27,80,,tests/unit/cloud/test_token_manager.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,520,520,60,,,,
113974705,18504045,leaked_secret,open,low,27,80,,tests/unit/security/test_codex_security_fixes_regression.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,150,150,60,,,,
113974713,18504048,leaked_secret,open,low,27,80,,tests/unit/security/test_crypto_utils.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,43,43,60,,,,
113974715,18504049,leaked_secret,open,low,27,80,,tests/unit/test_jwt_validator.py,,,,,Traigent,main,,,,,2025-12-05,,,,,,277,277,60,,,,
114036131,18509219,leaked_secret,open,low,27,80,,docs/security/phase-reports/P1-6_PASSWORD_COMPLEXITY.md,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,1091,1091,60,,,,
114036142,18509221,leaked_secret,open,low,27,80,,scripts/.test_admin_key_info,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,2,3,60,,,,
114036144,18509221,leaked_secret,open,low,27,80,,scripts/.test_admin_key_info,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,3,4,60,,,,
114036163,18509228,leaked_secret,open,low,27,80,,tests/fixtures/auth_new.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,58,58,60,,,,
114036164,18509228,leaked_secret,open,low,27,80,,tests/fixtures/auth_new.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,11,11,60,,,,
114036168,18509230,leaked_secret,open,low,27,80,,tests/crud/test_model_crud_operations.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,714,714,60,,,,
114036172,18509231,leaked_secret,open,low,27,80,,tests/fixtures/mocks_new.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,333,333,60,,,,
114036177,18509233,leaked_secret,open,low,27,80,,tests/integration/security/test_rs256_login.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,16,25,60,,,,
114036185,18509233,leaked_secret,open,low,27,80,,tests/security/test_negative_auth_paths.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,31,58,60,,,,
114036187,18509233,leaked_secret,open,low,27,80,,tests/security/test_negative_auth_paths.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,532,532,60,,,,
114036180,18509235,leaked_secret,open,low,27,80,,tests/integration/security/test_rate_limiting.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,525,525,60,,,,
114036181,18509235,leaked_secret,open,low,27,80,,tests/integration/security/test_rate_limiting.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,349,349,60,,,,
114036189,18509236,leaked_secret,open,low,27,80,,tests/snapshot/test_api_response_snapshots.py,,,,,TraigentBackend,main,,,,,2025-12-05,,,,,,364,364,60,,,,
122017556,18796025,leaked_secret,open,low,27,80,,src/security/__tests__/securityService.test.ts,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,134,134,60,,,,
122017578,18796029,leaked_secret,open,low,27,80,,docs/authentication/test-credentials.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,7,8,60,,,,
122017579,18796029,leaked_secret,open,low,27,80,,docs/authentication/test-credentials.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,8,9,60,,,,
122017580,18796029,leaked_secret,open,low,27,80,,docs/authentication/test-credentials.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,11,12,60,,,,
122017581,18796029,leaked_secret,open,low,27,80,,docs/authentication/test-credentials.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,12,13,60,,,,
122017582,18796029,leaked_secret,open,low,27,80,,docs/authentication/test-credentials.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,15,16,60,,,,
122017583,18796029,leaked_secret,open,low,27,80,,docs/authentication/test-credentials.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,16,17,60,,,,
122017569,18796029,leaked_secret,open,low,20,80,,tests/DEFAULT_API_KEYS.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,8,9,60,,,,
122017570,18796029,leaked_secret,open,low,20,80,,tests/DEFAULT_API_KEYS.txt,,,,,TraigentFrontend,master,,,,,2025-12-12,,,,,,11,12,60,,,,
113974492,18504027,sast,open,low,25,25,,traigent/cloud/session_operations.py,,,,"HTTP Client misconfigured with SSL validation disabled",Traigent,main,,,,,2025-12-05,,,,,,710,710,60,,,,
113974496,18504027,sast,open,low,25,25,,traigent/cloud/trial_operations.py,,,,"HTTP Client misconfigured with SSL validation disabled",Traigent,main,,,,,2025-12-05,,,,,,876,876,60,,,,
113974497,18504027,sast,open,low,25,25,,traigent/cloud/trial_operations.py,,,,"HTTP Client misconfigured with SSL validation disabled",Traigent,main,,,,,2025-12-05,,,,,,477,477,60,,,,
113974940,18504060,sast,open,low,20,20,,traigent/api/parameter_validator.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,356,358,10,,,,
113974941,18504060,sast,open,low,20,20,,traigent/cloud/client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1518,1518,10,,,,
113974942,18504060,sast,open,low,20,20,,traigent/cloud/client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1562,1562,10,,,,
113974945,18504060,sast,open,low,20,20,,traigent/cloud/client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1615,1615,10,,,,
113974946,18504060,sast,open,low,20,20,,traigent/cloud/client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1597,1597,10,,,,
113974947,18504060,sast,open,low,20,20,,traigent/cloud/client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1342,1344,10,,,,
113974950,18504060,sast,open,low,20,20,,traigent/cloud/cloud_operations.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,86,86,10,,,,
113974953,18504060,sast,open,low,20,20,,traigent/cloud/integration_manager.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,397,397,10,,,,
113974955,18504060,sast,open,low,20,20,,traigent/cloud/integration_manager.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,615,615,10,,,,
113974957,18504060,sast,open,low,20,20,,traigent/cloud/optimizer_client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,316,316,10,,,,
113974960,18504060,sast,open,low,20,20,,traigent/cloud/production_mcp_client.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,420,420,10,,,,
113974961,18504060,sast,open,low,20,20,,traigent/core/optimized_function.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,897,897,10,,,,
113974962,18504060,sast,open,low,20,20,,traigent/core/optimized_function.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1694,1694,10,,,,
113974963,18504060,sast,open,low,20,20,,traigent/core/samplers/random_sampler.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,373,373,10,,,,
113974964,18504060,sast,open,low,20,20,,traigent/evaluators/base.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,1573,1573,10,,,,
113974965,18504060,sast,open,low,20,20,,traigent/integrations/config.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,57,59,10,,,,
113974967,18504060,sast,open,low,20,20,,traigent/integrations/observability/wandb.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,147,147,10,,,,
113974969,18504060,sast,open,low,20,20,,traigent/optimizers/cloud_optimizer.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,132,132,10,,,,
113974970,18504060,sast,open,low,20,20,,traigent/optimizers/cloud_optimizer.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,489,489,10,,,,
113974971,18504060,sast,open,low,20,20,,traigent/optimizers/optuna_checkpoint.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-05,,,,,,289,289,10,,,,
123050550,18504060,sast,open,low,20,20,,traigent/experimental/simple_cloud/platforms/huggingface_executor.py,,,,"Dangerous use of assert",Traigent,main,,,,,2025-12-12,,,,,,330,330,10,,,,
137973684,18504060,sast,open,low,20,20,,traigent/api/constraints.py,,,,"Dangerous use of assert",Traigent,main,,,,,2026-01-02,,,,,,714,714,10,,,,
113999723,18505982,cloud,open,low,20,20,,,,,,"Default VPC Security Group allow inbound traffic",,,"AWS Cloud Traigent",default,,,2025-12-05,,,,,,,,30,,,,
113999724,18505982,cloud,open,low,20,20,,,,,,"Default VPC Security Group allow inbound traffic",,,"AWS Cloud Traigent",default,,,2025-12-05,,,,,,,,30,,,,
113999725,18505982,cloud,open,low,20,20,,,,,,"Default VPC Security Group allow inbound traffic",,,"AWS Cloud Traigent",default,,,2025-12-05,,,,,,,,30,,,,
113999726,18505983,cloud,open,low,20,20,,,,,,"Unused security group detected",,,"AWS Cloud Traigent",traigent-prod-alb-sg,,,2025-12-05,,,,,,,,5,,,,
113999727,18505983,cloud,open,low,20,20,,,,,,"Unused security group detected",,,"AWS Cloud Traigent",traigent-prod-app-sg,,,2025-12-05,,,,,,,,5,,,,
